rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2022,Subaru,Forester,touring,3,26888,No change noted,Unchanged for 2 weeks,2,26888,26888,0,0,32750,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1727499601,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2022-subaru-forester-touring-pkg-blind-spot-monitor-reverse/1727499601,0.3953184902533639,Kijiji
2,2021,Subaru,Forester,touring,3,23500,No change noted,First seen this week,0,23500,23500,0,0,85985,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1739112050,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2021-subaru-outback-2-5i-touring/1739112050,0.40212288930876827,Kijiji
3,2021,Subaru,Forester,touring,3,26899,No change noted,Unchanged for 4 weeks,4,26899,26899,0,0,49574,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737660548,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2021-subaru-forester-2-5i-touring/1737660548,0.4103480400089843,Kijiji
4,2023,Subaru,Forester,touring,3,27588,No change noted,Unchanged for 4 weeks,4,27588,27588,0,0,46548,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1733601311,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2023-subaru-forester-touring-touring-one-owner-low-km-a/1733601311,0.41587170731878065,Kijiji
5,2023,Subaru,Forester,touring,3,23998,No change noted,Unchanged for 4 weeks,4,23998,23998,0,0,106000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737294225,https://www.kijiji.ca/v-cars-trucks/annapolis-valley/2023-subaru-forester-touring-carfax-power-seat-sunroof-awd/1737294225,0.425776555238468,Kijiji
6,2019,Subaru,Forester,touring,3,25110,No change noted,First seen this week,0,25110,25110,0,0,111727,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1739060814,https://www.kijiji.ca/v-cars-trucks/calgary/2019-subaru-forester/1739060814,0.4263397100291828,Kijiji
7,2019,Subaru,Forester,Unknown,1,6375,No change noted,Unchanged for 2 weeks,2,6375,6375,0,0,175000,2.0L,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738425177,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2019-hyundai-elantra-2-0l-4-cyl-manual-6-speed/1738425177,0.4270572706151683,Kijiji
8,2020,Subaru,Forester,touring,3,24900,No change noted,Unchanged for 3 weeks,3,24900,24900,0,0,107336,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1732945400,https://www.kijiji.ca/v-cars-trucks/st-catharines/2020-subaru-forester-2-5i-touring/1732945400,0.43769903080786415,Kijiji
9,2024,Subaru,Forester,touring,3,28995,No change noted,"Down $1,000 over 1 weeks",1,29995,29995,-1000,-1000,54570,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738701377,https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2024-subaru-forester-touring-awd/1738701377,0.43972762594197273,Kijiji
10,2023,Subaru,Forester,touring,3,30832,No change noted,"Down $1,318 over 2 weeks",2,32150,30832,0,-1318,30038,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738400696,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2023-subaru-forester-touring-eyesight-cvt-awd/1738400696,0.4398748355609429,Kijiji
11,2021,Subaru,Forester,touring,3,19995,No change noted,Unchanged for 3 weeks,3,19995,19995,0,0,191850,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737823176,https://www.kijiji.ca/v-cars-trucks/annapolis-valley/2021-subaru-forester-touring-awd-clean-loaded-new-inspecti/1737823176,0.4541410389974706,Kijiji
12,2024,Subaru,Forester,touring,3,31495,No change noted,Unchanged for 2 weeks,2,31495,31495,0,0,38476,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738532943,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2024-subaru-forester-touring-carplay-bancs-chauffants/1738532943,0.45524094777004287,Kijiji
13,2023,Subaru,Forester,touring,3,25900,No change noted,Down $600 over 4 weeks,4,26500,25900,0,-600,113935,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1731571251,https://www.kijiji.ca/v-cars-trucks/ottawa/2023-subaru-forester-touring/1731571251,0.4554489893105747,Kijiji
14,2021,Subaru,Forester,touring,3,22995,No change noted,Unchanged for 4 weeks,4,22995,22995,0,0,154400,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737713877,https://www.kijiji.ca/v-cars-trucks/annapolis-valley/2021-subaru-forester-2-5i-touring-awd-clean-loaded-priced/1737713877,0.45669553223353304,Kijiji
15,2019,Subaru,Forester,convenience,1,16900,No change noted,Unchanged for 1 weeks,1,16900,16900,0,0,90000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1738795946,https://www.kijiji.ca/v-cars-trucks/calgary/2019-subaru-forester/1738795946,0.45934951866925666,Kijiji
16,2022,Subaru,Forester,touring,3,21495,No change noted,Unchanged for 2 weeks,2,21495,21495,0,0,181000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1728211328,https://www.kijiji.ca/v-cars-trucks/fredericton/2022-subaru-forester-touring/1728211328,0.46239203332966233,Kijiji
17,2023,Subaru,Forester,touring,3,32749,No change noted,Unchanged for 1 weeks,1,32749,32749,0,0,34227,Unknown,Gas,Accident reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738665620,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2023-subaru-forester-touring-awd-cruise-adapt-toit-ouvrant-cam-r/1738665620,0.4664085722988784,Kijiji
18,2023,Subaru,Forester,limited,2,29999,No change noted,"Down $2,889 over 3 weeks",3,32888,32888,-2889,-2889,8801,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1738163869,https://www.kijiji.ca/v-cars-trucks/calgary/2023-subaru-forester-limited-only-8-000-km/1738163869,0.4684023594261399,Kijiji
19,2020,Subaru,Forester,limited,2,14450,No change noted,Down $500 over 2 weeks,2,14950,14950,-500,-500,199201,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738504326,https://www.kijiji.ca/v-cars-trucks/cambridge/2020-subaru-forester-limited-safety-certified-one-owner/1738504326,0.4696309914949693,Kijiji
20,2024,Subaru,Forester,wilderness,3,33900,No change noted,Unchanged for 1 weeks,1,33900,33900,0,0,26094,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738616379,https://www.kijiji.ca/v-cars-trucks/st-catharines/2024-subaru-forester-wilderness/1738616379,0.47291036370869954,Kijiji
21,2019,Subaru,Forester,sport,2,23995,No change noted,Down $500 over 4 weeks,4,24495,23995,0,-500,78290,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1736870452,https://www.kijiji.ca/v-cars-trucks/granby/2019-subaru-forester-sport-2-5i-awd/1736870452,0.4762021002993549,Kijiji
22,2022,Subaru,Forester,touring,3,26995,No change noted,Unchanged for 4 weeks,4,26995,26995,0,0,123337,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1735599733,https://www.kijiji.ca/v-cars-trucks/hamilton/2022-subaru-forester-touring-awd-no-accidents/1735599733,0.47681224625606444,Kijiji
23,2023,Subaru,Forester,touring,3,31995,No change noted,Unchanged for 4 weeks,4,31995,31995,0,0,78023,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1736553513,https://www.kijiji.ca/v-cars-trucks/calgary/2023-subaru-forester-touring-moonroof/1736553513,0.4784669998969519,Kijiji
24,2019,Subaru,Forester,sport,2,19950,No change noted,Down $49 over 1 weeks,1,19999,19999,-49,-49,136355,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738707031,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2019-subaru-forester-2-5i-sport-w-eyesight-pkg/1738707031,0.47946137148137224,Kijiji
25,2023,Subaru,Forester,touring,3,26995,No change noted,"Down $1,000 over 4 weeks",4,27995,26995,0,-1000,137017,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1735350478,https://www.kijiji.ca/v-cars-trucks/kingston-on/2023-subaru-forester-touring-moonroof-eye-sight-package/1735350478,0.48892664228523464,Kijiji
26,2024,Subaru,Forester,touring,3,35110,No change noted,Down $500 over 2 weeks,2,35610,35610,-500,-500,61159,Unknown,Gas,Unknown,N/A,Unknown,Unknown,"Calgary, AB","Calgary, AB",149,address,1738250143,https://www.kijiji.ca/v-cars-trucks/calgary/2024-subaru-forester-touring/1738250143,0.5006207444445906,Kijiji
27,2021,Subaru,Forester,sport,2,28993,No change noted,First seen this week,0,28993,28993,0,0,43537,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1739222200,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2021-subaru-forester-sport-toit-ouvrant-phare-a-del-carplay/1739222200,0.5049334823414116,Kijiji
28,2023,Subaru,Forester,wilderness,3,36388,No change noted,Unchanged for 4 weeks,4,36388,36388,0,0,30552,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1731901124,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2023-subaru-forester-wilderness/1731901124,0.5064807431973295,Kijiji
29,2019,Subaru,Forester,convenience,1,11950,No change noted,First seen this week,0,11950,11950,0,0,199410,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1739161869,https://www.kijiji.ca/v-cars-trucks/cambridge/2019-subaru-forester-convenience-safety-certified/1739161869,0.515050624277764,Kijiji
30,2020,Subaru,Forester,limited,2,24995,No change noted,"Down $1,000 over 2 weeks",2,25995,24995,0,-1000,130400,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1738417932,https://www.kijiji.ca/v-cars-trucks/calgary/2020-subaru-forester-limited/1738417932,0.5165064728776351,Kijiji
31,2020,Subaru,Forester,limited,2,24448,No change noted,Down $500 over 3 weeks,3,24948,24748,-300,-500,118675,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Canmore, AB","Canmore, AB",242,address,1725974076,https://www.kijiji.ca/v-cars-trucks/grande-prairie/2020-subaru-forester-limited/1725974076,0.5173587489141986,Kijiji
32,2023,Subaru,Forester,limited,2,29795,No change noted,Down $200 over 3 weeks,3,29995,29995,-200,-200,52234,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1734719585,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2023-subaru-forester-limited-carplay-toit-ouvrant-volant-chauffa/1734719585,0.5221839122879031,Kijiji
33,2023,Subaru,Forester,limited,2,28061,No change noted,"Down $1,196 over 1 weeks",1,29257,29257,-1196,-1196,78676,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738756222,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2023-subaru-forester-limited-eyesight-cvt-awd/1738756222,0.5249544496942643,Kijiji
34,2023,Subaru,Forester,limited,2,30995,No change noted,Unchanged for 4 weeks,4,30995,30995,0,0,40250,2.5L,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737550268,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2023-subaru-forester-limited-2-5l-cvt-1-proprietaire-cuir-to/1737550268,0.5258588331571374,Kijiji
35,2024,Subaru,Forester,touring,3,30000,No change noted,Unchanged for 1 weeks,1,30000,30000,0,0,27000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",786,address,1738859381,https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-subaru-forester-touring/1738859381,0.5310953713746468,Kijiji
36,2019,Subaru,Forester,convenience,1,15995,No change noted,Unchanged for 1 weeks,1,15995,15995,0,0,169000,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Canmore, AB","Canmore, AB",242,address,1738599500,https://www.kijiji.ca/v-cars-trucks/fredericton/2019-subaru-forester-2-5i-convenience-heated-seats-backup-ca/1738599500,0.5362813839573477,Kijiji
37,2023,Subaru,Forester,wilderness,3,36888,No change noted,Unchanged for 2 weeks,2,36888,36888,0,0,57590,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738349781,https://www.kijiji.ca/v-cars-trucks/guelph/2023-subaru-forester-wilderness-awd-leather-sunroof/1738349781,0.5363774761137766,Kijiji
38,2022,Subaru,Forester,touring,3,28900,No change noted,"Down $3,000 over 4 weeks",4,31900,28900,0,-3000,48000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",786,address,1737891002,https://www.kijiji.ca/v-cars-trucks/winnipeg/suv-for-sale-or-lease/1737891002,0.536595234707975,Kijiji
39,2019,Subaru,Forester,limited,2,21995,No change noted,Unchanged for 4 weeks,4,21995,21995,0,0,174000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1733311836,https://www.kijiji.ca/v-cars-trucks/fredericton/2019-subaru-forester-limited/1733311836,0.537146236126161,Kijiji
40,2020,Subaru,Forester,base,1,23000,No change noted,Unchanged for 4 weeks,4,23000,23000,0,0,76700,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Canmore, AB","Canmore, AB",242,address,1736524345,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/moving-sale:-2020-subaru-forester/1736524345,0.5379474190170184,Kijiji
41,2024,Subaru,Forester,wilderness,3,39835,No change noted,Down $100 over 4 weeks,4,39935,39835,0,-100,21835,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737160067,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-subaru-forester-wilderness-sieges-chauff-toit-ouv-car/1737160067,0.5398019580212318,Kijiji
42,2021,Subaru,Forester,limited,2,28495,No change noted,Unchanged for 2 weeks,2,28495,28495,0,0,90655,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1734732759,https://www.kijiji.ca/v-cars-trucks/st-catharines/2021-subaru-forester-limited-leather-panoroof-nav/1734732759,0.5407297980364401,Kijiji
