rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2019,Subaru,Forester,touring,3,23435,No change noted,Down $60 over 1 weeks,1,23495,23495,-60,-60,56171,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1740294530,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2019-subaru-forester-touring-awd-cruise-mags-nouvel-arrivage/1740294530,0.3683507095120816,Kijiji
2,2020,Subaru,Forester,touring,3,24993,No change noted,Unchanged for 2 weeks,2,24993,24993,0,0,61620,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1740035624,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2020-subaru-forester-touring-eyesight-camera-de-recul-banc-c/1740035624,0.3912849081433003,Kijiji
3,2019,Subaru,Forester,touring,3,22975,No change noted,"Down $2,135 over 6 weeks",6,25110,22586,389,-2135,111746,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1739060814,https://www.kijiji.ca/v-cars-trucks/calgary/2019-subaru-forester/1739060814,0.3943878946693186,Kijiji
4,2021,Subaru,Forester,touring,3,27988,No change noted,Down $900 over 1 weeks,1,28888,28888,-900,-900,43481,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1740422761,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2021-subaru-forester-touring-touring-awd-2-sets-rims-tire/1740422761,0.4100744852453608,Kijiji
5,2023,Subaru,Forester,touring,3,23998,No change noted,Unchanged for 10 weeks,10,23998,23998,0,0,106000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737294225,https://www.kijiji.ca/v-cars-trucks/annapolis-valley/2023-subaru-forester-touring-carfax-power-seat-sunroof-awd/1737294225,0.4189515337738099,Kijiji
6,2021,Subaru,Forester,touring,3,21499,No change noted,First seen this week,0,21499,21499,0,0,145000,Unknown,Gas,Accident reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1740835339,https://www.kijiji.ca/v-cars-trucks/sudbury/2021-subaru-forester-touring/1740835339,0.42437288572553994,Kijiji
7,2019,Subaru,Forester,Unknown,1,6375,No change noted,Unchanged for 2 weeks,2,6375,6375,0,0,175000,2.0L,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1740175534,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2019-hyundai-elantra-2-0l-4-cyl-manual-6-speed/1740175534,0.42503153633051727,Kijiji
8,2022,Subaru,Forester,touring,3,30793,No change noted,Down $200 over 2 weeks,2,30993,30993,-200,-200,24548,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1739936639,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2022-subaru-forester-touring-eyesight-camera-de-recul-banc-c/1739936639,0.4259527278001167,Kijiji
9,2023,Subaru,Forester,touring,3,24552,No change noted,"Down $1,948 over 10 weeks",10,26500,24552,0,-1948,113935,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1731571251,https://www.kijiji.ca/v-cars-trucks/la-ronge/2023-subaru-forester-touring/1731571251,0.4324089319328978,Kijiji
10,2023,Subaru,Forester,touring,3,30995,No change noted,"Down $1,754 over 7 weeks",7,32749,31995,-1000,-1754,34227,Unknown,Gas,Accident reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738665620,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2023-subaru-forester-touring-awd-cruise-adapt-toit-ouvrant-cam-r/1738665620,0.43685888986649074,Kijiji
