rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2019,Subaru,Forester,touring,3,19900,No change noted,First seen this week,0,19900,19900,0,0,64868,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1739959987,https://www.kijiji.ca/v-cars-trucks/calgary/2019-subaru-forester-touring-64k/1739959987,0.3304962698218125,Kijiji
2,2020,Subaru,Forester,touring,3,24993,No change noted,First seen this week,0,24993,24993,0,0,61620,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1740035624,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2020-subaru-forester-touring-eyesight-camera-de-recul-banc-c/1740035624,0.40562150482963905,Kijiji
3,2019,Subaru,Forester,touring,3,22586,No change noted,"Down $2,524 over 4 weeks",4,25110,25110,-2524,-2524,111746,Unknown,Gas,Unknown,N/A,Unknown,Unknown,"Calgary, AB","Calgary, AB",149,address,1739060814,https://www.kijiji.ca/v-cars-trucks/calgary/2019-subaru-forester/1739060814,0.4095422962255727,Kijiji
4,2023,Subaru,Forester,touring,3,23998,No change noted,Unchanged for 8 weeks,8,23998,23998,0,0,106000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737294225,https://www.kijiji.ca/v-cars-trucks/annapolis-valley/2023-subaru-forester-touring-carfax-power-seat-sunroof-awd/1737294225,0.4383328656660555,Kijiji
5,2022,Subaru,Forester,touring,3,30993,No change noted,First seen this week,0,30993,30993,0,0,24548,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1739936639,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2022-subaru-forester-touring-eyesight-camera-de-recul-banc-c/1739936639,0.4398378839887516,Kijiji
6,2021,Subaru,Forester,touring,3,27067,No change noted,Unchanged for 1 weeks,1,27067,27067,0,0,73988,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1739780400,https://www.kijiji.ca/v-cars-trucks/ottawa/2021-subaru-forester-touring-cvt/1739780400,0.4427325290578219,Kijiji
7,2019,Subaru,Forester,Unknown,1,6375,No change noted,First seen this week,0,6375,6375,0,0,175000,2.0L,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1740175534,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2019-hyundai-elantra-2-0l-4-cyl-manual-6-speed/1740175534,0.4477870283965627,Kijiji
8,2023,Subaru,Forester,touring,3,29493,No change noted,Unchanged for 2 weeks,2,29493,29493,0,0,52995,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1739325207,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2023-subaru-forester-touring-eyesight-camera-de-recul-banc-c/1739325207,0.4505397166290567,Kijiji
9,2023,Subaru,Forester,touring,3,24552,No change noted,"Down $1,948 over 8 weeks",8,26500,24552,0,-1948,113935,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1731571251,https://www.kijiji.ca/v-cars-trucks/ottawa/2023-subaru-forester-touring/1731571251,0.4528957164779326,Kijiji
10,2021,Subaru,Forester,touring,3,22995,No change noted,Unchanged for 7 weeks,7,22995,22995,0,0,154400,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",169,address,1737713877,https://www.kijiji.ca/v-cars-trucks/annapolis-valley/2021-subaru-forester-2-5i-touring-awd-clean-loaded-priced/1737713877,0.46105380367473686,Kijiji
