rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
22,2020,Subaru,Forester,sport,2,23290,No change noted,Down $500 over 2 weeks,2,23790,23790,-500,-500,90415,Unknown,Gas,Accident reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1735920107,https://www.kijiji.ca/v-cars-trucks/bedford/2020-subaru-forester-2-5i-sport/1735920107,0.4782282144813617,Kijiji
23,2020,Subaru,Forester,sport,2,23290,No change noted,Down $500 over 2 weeks,2,23790,23790,-500,-500,90415,Unknown,Gas,Accident reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1735919518,https://www.kijiji.ca/v-cars-trucks/ottawa/2020-subaru-forester-2-5i-sport/1735919518,0.4782282144813617,Kijiji
24,2020,Subaru,Forester,sport,2,23290,No change noted,Down $500 over 2 weeks,2,23790,23790,-500,-500,90415,Unknown,Gas,Accident reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1735919313,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-subaru-forester-2-5i-sport/1735919313,0.4782282144813617,Kijiji
25,2023,Subaru,Forester,wilderness,3,32993,No change noted,"Down $1,000 over 2 weeks",2,33993,33993,-1000,-1000,45262,2.5L,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1734101773,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2023-subaru-forester-wilderness-2-5l-sieges-chauff-carplay/1734101773,0.47889665878406024,Kijiji
26,2023,Subaru,Forester,touring,3,28850,No change noted,Unchanged for 2 weeks,2,28850,28850,0,0,108512,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1735359697,https://www.kijiji.ca/v-cars-trucks/guelph/2023-subaru-forester-touring-awd-sunroof-adaptive-cruise/1735359697,0.48538766513489134,Kijiji
27,2023,Subaru,Forester,wilderness,3,32999,No change noted,First seen this week,0,32999,32999,0,0,59892,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738348946,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2023-subaru-forester-wilderness/1738348946,0.491877746215768,Kijiji
28,2024,Subaru,Forester,touring,3,34998,No change noted,Unchanged for 2 weeks,2,34998,34998,0,0,38475,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1735305475,https://www.kijiji.ca/v-cars-trucks/guelph/2024-subaru-forester-touring-awd-sunroof-heated-seats/1735305475,0.4967767894731889,Kijiji
29,2023,Subaru,Forester,touring,3,27995,No change noted,Unchanged for 2 weeks,2,27995,27995,0,0,137017,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1735350478,https://www.kijiji.ca/v-cars-trucks/kingston-on/2023-subaru-forester-touring-moonroof-eye-sight-package/1735350478,0.5003621918479644,Kijiji
30,2023,Subaru,Forester,limited,2,32888,No change noted,Unchanged for 1 weeks,1,32888,32888,0,0,8801,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1738163869,https://www.kijiji.ca/v-cars-trucks/calgary/2023-subaru-forester-limited-only-8-000-km/1738163869,0.5027250147746746,Kijiji
31,2024,Subaru,Forester,touring,3,35610,No change noted,First seen this week,0,35610,35610,0,0,61159,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1738250143,https://www.kijiji.ca/v-cars-trucks/calgary/2024-subaru-forester-touring/1738250143,0.5063310014645697,Kijiji
32,2023,Subaru,Forester,wilderness,3,36388,No change noted,Unchanged for 2 weeks,2,36388,36388,0,0,30552,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1731901124,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2023-subaru-forester-wilderness/1731901124,0.506333073787384,Kijiji
33,2023,Subaru,Forester,touring,3,33733,No change noted,Unchanged for 2 weeks,2,33733,33733,0,0,70751,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1734351708,https://www.kijiji.ca/v-cars-trucks/thunder-bay/2023-subaru-forester-touring/1734351708,0.5101979320597261,Kijiji
34,2023,Subaru,Forester,sport,2,29900,No change noted,Unchanged for 2 weeks,2,29900,29900,0,0,44000,Unknown,Gas,Accident reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737364379,https://www.kijiji.ca/v-cars-trucks/trois-rivieres/subaru-forester-sport-2023-43-976-km-jamais-accidente/1737364379,0.5159616287443014,Kijiji
35,2023,Subaru,Forester,sport,2,28942,No change noted,Up $1 over 2 weeks,2,28941,28941,1,1,59594,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1736166831,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2023-subaru-forester-sport-eyesight-cvt/1736166831,0.5183171689767365,Kijiji
36,2019,Subaru,Forester,Unknown,1,16995,No change noted,Unchanged for 2 weeks,2,16995,16995,0,0,138000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737202987,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2019-subaru-forester-2-5i-convenience-w-eyesight-pkg-auto/1737202987,0.520277219963229,Kijiji
37,2020,Subaru,Forester,limited,2,24748,No change noted,Down $200 over 2 weeks,2,24948,24948,-200,-200,118673,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Canmore, AB","Canmore, AB",242,address,1725974076,https://www.kijiji.ca/v-cars-trucks/grande-prairie/2020-subaru-forester-limited/1725974076,0.5205205002006897,Kijiji
38,2023,Subaru,Forester,wilderness,3,36488,No change noted,Down $500 over 2 weeks,2,36988,36988,-500,-500,50613,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737606931,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2023-subaru-forester-wilderness-wilderness-awd/1737606931,0.5252255777561282,Kijiji
39,2023,Subaru,Forester,limited,2,30995,No change noted,Unchanged for 2 weeks,2,30995,30995,0,0,40250,2.5L,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737550268,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2023-subaru-forester-limited-2-5l-cvt-1-proprietaire-cuir-to/1737550268,0.5256883053864034,Kijiji
40,2020,Subaru,Forester,limited,2,25995,No change noted,First seen this week,0,25995,25995,0,0,130400,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1738417932,https://www.kijiji.ca/v-cars-trucks/calgary/2020-subaru-forester-limited/1738417932,0.5279656692119785,Kijiji
41,2023,Subaru,Forester,sport,2,21995,No change noted,First seen this week,0,21995,21995,0,0,166766,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737244626,https://www.kijiji.ca/v-cars-trucks/hamilton/2023-subaru-forester-sport-awd-no-accidents-sunroof/1737244626,0.5301844366486783,Kijiji
42,2021,Subaru,Forester,limited,2,31101,No change noted,Unchanged for 2 weeks,2,31101,31101,0,0,44214,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Canmore, AB","Canmore, AB",242,address,1734927250,https://www.kijiji.ca/v-cars-trucks/grande-prairie/2021-subaru-forester-limited/1734927250,0.5304480835401159,Kijiji
43,2019,Subaru,Forester,convenience,1,19948,No change noted,Unchanged for 2 weeks,2,19948,19948,0,0,111398,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1729642290,https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2019-subaru-forester-convenience/1729642290,0.5319581100292249,Kijiji
44,2019,Subaru,Forester,convenience,1,15945,No change noted,First seen this week,0,15945,15945,0,0,169000,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Canmore, AB","Canmore, AB",242,address,1738345464,https://www.kijiji.ca/v-cars-trucks/fredericton/2019-subaru-forester-2-5i-convenience-heated-seats-backup-ca/1738345464,0.5351319311504235,Kijiji
45,2020,Subaru,Forester,Unknown,1,23949,No change noted,Unchanged for 2 weeks,2,23949,23949,0,0,61118,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1735063711,https://www.kijiji.ca/v-cars-trucks/st-georges-de-beauce/subaru-forester-commodite-awd-tout-equipe-mags-17-sieges-chauffa/1735063711,0.5352214856846244,Kijiji
46,2023,Subaru,Forester,wilderness,3,36888,No change noted,First seen this week,0,36888,36888,0,0,57590,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738349781,https://www.kijiji.ca/v-cars-trucks/guelph/2023-subaru-forester-wilderness-awd-leather-sunroof/1738349781,0.5361440573552283,Kijiji
47,2019,Subaru,Forester,limited,2,21995,No change noted,Unchanged for 2 weeks,2,21995,21995,0,0,174000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1733311836,https://www.kijiji.ca/v-cars-trucks/fredericton/2019-subaru-forester-limited/1733311836,0.5365677908657159,Kijiji
48,2020,Subaru,Forester,base,1,23000,No change noted,Unchanged for 2 weeks,2,23000,23000,0,0,76700,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Canmore, AB","Canmore, AB",242,address,1736524345,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/moving-sale:-2020-subaru-forester/1736524345,0.537673579853743,Kijiji
49,2024,Subaru,Forester,wilderness,3,39895,No change noted,Down $40 over 2 weeks,2,39935,39935,-40,-40,21835,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737160067,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-subaru-forester-wilderness-sieges-chauff-toit-ouv-car/1737160067,0.5403911054835526,Kijiji
50,2019,Subaru,Forester,Unknown,1,21688,No change noted,Unchanged for 1 weeks,1,21688,21688,0,0,98821,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737301115,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-subaru-forester-2-5i-awd-low-mileage-carplay-andro/1737301115,0.5415743246918543,Kijiji
