rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2023,Toyota,Tundra,Hybrid Limited  - Hybrid -  Cooled Seats,3,53898,No change noted,"Down $2,335 over 2 weeks",2,56233,56233,-2335,-2335,110438,3.4L,Gas/Electric Hybrid,No accidents reported,N/A,Camrose Toyota,Dealer,"3411 48 Avenue, Camrose, AB, T4V 1L8","Camrose, AB",144,address,e22983f7-152f-4327-92ce-0e0f3ce44b65,https://www.autotrader.ca/offers/toyota-tundra-hybrid-limited-hybrid-cooled-seats-gas-electric-hybrid-silver-cat_ma70gr201465va2868tr11744-e22983f7-152f-4327-92ce-0e0f3ce44b65,0.7747388813069365,AutoTrader
2,2024,Toyota,Tundra,LIMITED HEV,3,59999,No change noted,First seen this week,0,59999,59999,0,0,98226,3.4L,Gas/Electric Hybrid,Unknown,N/A,River City Hyundai,Dealer,"13815 Manning Drive Nw, Edmonton, AB, T5Y 3B2","Edmonton, AB",172,address,9de8815b-5434-4adf-a32d-e5b91eaa68f1,https://www.autotrader.ca/offers/toyota-tundra-limited-hev-gas-electric-hybrid-red-cat_ma70gr201465va2868tr11744-9de8815b-5434-4adf-a32d-e5b91eaa68f1,0.8278844238396205,AutoTrader
