rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
11,2019,Ford,F 150,XLT,2,21999,No change noted,First seen this week,0,21999,21999,0,0,247000,3.5L,Gasoline,Unknown,N/A,Cam Clark Ford Olds,Dealer,"5042 48 th Street, OLDS, AB, T4H 0C6","OLDS, AB",63,city_center,f7b0719c-6348-438f-845f-4d998550cbee,https://www.autotrader.ca/offers/ford-f-150-xlt-gasoline-white-cat_ma29gr16518tr11290-f7b0719c-6348-438f-845f-4d998550cbee,0.32071642432292624,AutoTrader
12,2019,Ford,F 150,LARIAT 4WD SUPERCREW BACKUP CAMERA NAVIGATION PUSH,3,31988,"Reduced from $ 32,988,-",Unchanged for 2 weeks,2,31988,31988,0,0,133990,3.5L,Gasoline,Unknown,N/A,Auto House,Dealer,"2404 23rd Ave NE, CALGARY, AB, T2E8J4","CALGARY, AB",149,city_center,3f068692-f456-4dfb-8b26-82619990cc68,https://www.autotrader.ca/offers/ford-f-150-lariat-4wd-supercrew-backup-camera-navigation-push-gasoline-white-cat_ma29gr16518tr11275-3f068692-f456-4dfb-8b26-82619990cc68,0.32197142832184517,AutoTrader
13,2018,Ford,F 150,Lariat Sport,3,31466,No change noted,Down $511 over 1 weeks,1,31977,31977,-511,-511,148255,3.5L,Gasoline,Unknown,N/A,Strathmore Ford,Dealer,"1040 - Westridge Road, Strathmore, AB, T1P 1H8","Strathmore, AB",186,address,cb98b965-df13-4e08-a155-e6ebbfa4433b,https://www.autotrader.ca/offers/ford-f-150-lariat-sport-gasoline-black-cat_ma29gr16518tr11275-cb98b965-df13-4e08-a155-e6ebbfa4433b,0.3274875947189325,AutoTrader
14,2017,Ford,F 150,,1,4705,No change noted,Down $1 over 2 weeks,2,4706,4706,-1,-1,190012,3.5L,Gasoline,Unknown,N/A,Grande Prairie Chrysler Jeep Dodge,Dealer,"11448 Westgate Drive, GRANDE PRAIRIE, AB, T8V 8L2","GRANDE PRAIRIE, AB",582,address,5546c355-f9ca-4f75-ac97-ae72c33ef35d,https://www.autotrader.ca/offers/ford-f-150-gasoline-white-cat_ma29gr16518-5546c355-f9ca-4f75-ac97-ae72c33ef35d,0.337366162312178,AutoTrader
15,2023,Ford,F 150,XLT SuperCab 145 | Tow Pkg | FX4 Pkg | SYNC 4,3,35000,No change noted,Unchanged for 2 weeks,2,35000,35000,0,0,128021,3.5L,Gasoline,Unknown,N/A,Waterloo Ford,Dealer,"11420 - 107 Ave, Edmonton, AB, T5H 0Y5","Edmonton, AB",155,address,ae3970c3-08cc-4239-9304-e4e41f6fb18d,https://www.autotrader.ca/offers/ford-f-150-xlt-supercab-145-tow-pkg-fx4-pkg-sync-4-gasoline-silver-cat_ma29gr16518tr11290-ae3970c3-08cc-4239-9304-e4e41f6fb18d,0.34697639590749135,AutoTrader
16,2022,Ford,F 150,FX4 PKG 4WD SUPERCREW 6.5'BOX 3.5L B.S.A/NAVI/CAM,3,34995,"Reduced from $ 35,995,-",Unchanged for 1 weeks,1,34995,34995,0,0,150729,3.5L,Gasoline,Unknown,N/A,Southview Motors Inc.,Dealer,"3419 17th Avenue SE, CALGARY, AB, T2A0R3","CALGARY, AB",149,city_center,423c0d9f-03d5-48f8-b45a-805bccfdc262,https://www.autotrader.ca/offers/ford-f-150-fx4-pkg-4wd-supercrew-6-5-box-3-5l-b-s-a-navi-cam-gasoline-white-cat_ma29gr16518tr11290-423c0d9f-03d5-48f8-b45a-805bccfdc262,0.35045666512140733,AutoTrader
17,2019,Ford,F 150,"XLT SPORT; REMOTE STARTER, TONNEAU COVER, NAV, TRA",2,26997,No change noted,First seen this week,0,26997,26997,0,0,131603,2.7L,Gasoline,Unknown,N/A,Toyota on the Trail,Dealer,"5210 Calgary Trail NW, Edmonton, AB, T6H 4J8","Edmonton, AB",147,address,8ff9b138-3b00-4432-9334-37818abefadb,https://www.autotrader.ca/offers/ford-f-150-xlt-sport-remote-starter-tonneau-cover-nav-tra-gasoline-red-cat_ma29gr16518tr11290-8ff9b138-3b00-4432-9334-37818abefadb,0.3545149784270898,AutoTrader
18,2016,Ford,F 150,LARIAT | 4X4 | LEATHER INTERIOR | HEATED & COOLED,3,26988,No change noted,Unchanged for 1 weeks,1,26988,26988,0,0,131620,5.0L,Gasoline,Unknown,N/A,Mazda of Grande Prairie,Dealer,"12709-100 Street, Grande Prairie, AB, T8V4H2","Grande Prairie, AB",577,address,00857db7-24c9-4440-8b15-9b8b39119b19,https://www.autotrader.ca/offers/ford-f-150-lariat-4x4-leather-interior-heated-cooled-gasoline-black-cat_ma29gr16518tr11275-00857db7-24c9-4440-8b15-9b8b39119b19,0.3601693644740148,AutoTrader
19,2021,Ford,F 150,XLT 302A SPORT FX4 | REMOTE START,3,32000,No change noted,Down $760 over 1 weeks,1,32760,32760,-760,-760,156220,2.7L,Gasoline,Accident reported,N/A,Boundary Ford Sales,Dealer,"2502-50th Avenue, Lloydminster, SK, T9V2S3","Lloydminster, SK",368,city_center,ac71d068-5524-4e67-a8a7-b1c783d35427,https://www.autotrader.ca/offers/ford-f-150-xlt-302a-sport-fx4-remote-start-gasoline-white-cat_ma29gr16518tr11290-ac71d068-5524-4e67-a8a7-b1c783d35427,0.3677358199815147,AutoTrader
20,2021,Ford,F 150,XLT  w/XTR Pkg!,2,28555,"Reduced from $ 29,777,-","Down $1,222 over 2 weeks",2,29777,29777,-1222,-1222,155626,2.7L,Gasoline,Accident reported,N/A,DK Ford,Dealer,"6559 Sparrow Drive, LEDUC, AB, T9E7L1","LEDUC, AB",123,address,bb037e16-333a-40bc-a622-e355ae3d34a2,https://www.autotrader.ca/offers/ford-f-150-xlt-w-xtr-pkg-gasoline-white-cat_ma29gr16518tr11290-bb037e16-333a-40bc-a622-e355ae3d34a2,0.36791042218150877,AutoTrader
21,2021,Ford,F 150,Lariat,3,36888,No change noted,Unchanged for 2 weeks,2,36888,36888,0,0,162485,2.7L,Gasoline,Unknown,N/A,Advantage Ford,Dealer,"12800 Macleod Trail S.E., CALGARY, AB, T2J 7E5","CALGARY, AB",149,city_center,0558c94a-3bce-4342-8c96-f9c15e7df6fe,https://www.autotrader.ca/offers/ford-f-150-lariat-gasoline-grey-cat_ma29gr16518tr11275-0558c94a-3bce-4342-8c96-f9c15e7df6fe,0.3686383900356681,AutoTrader
22,2021,Ford,F 150,LARIAT,3,37988,"Reduced from $ 42,488,-",Unchanged for 2 weeks,2,37988,37988,0,0,152356,3.5L,Gasoline,Unknown,N/A,LA Mazda,Dealer,"6217 50th Street, LEDUC, AB, T9E 7A9","LEDUC, AB",122,city_center,1dd269d8-e37e-4bf5-868d-95504e0f60ba,https://www.autotrader.ca/offers/ford-f-150-lariat-gasoline-white-cat_ma29gr16518tr11275-1dd269d8-e37e-4bf5-868d-95504e0f60ba,0.37066295956134826,AutoTrader
23,2022,Ford,F 150,LARIAT 3.5L/Nav/Sunroof/Canopy,3,37945,No change noted,First seen this week,0,37945,37945,0,0,139811,3.5L,Gasoline,Accident reported,N/A,D&D Vehicle Sales Inc,Dealer,"3760 48th Ave, CAMROSE, AB, T4V 3Z8","CAMROSE, AB",141,city_center,603323dc-1996-4cb4-bae5-1d52f73224d0,https://www.autotrader.ca/offers/ford-f-150-lariat-3-5l-nav-sunroof-canopy-gasoline-blue-cat_ma29gr16518tr11275-603323dc-1996-4cb4-bae5-1d52f73224d0,0.37130360807070056,AutoTrader
24,2020,Ford,F 150,KING RANCH|LEATHER STEERING WHEEL|TECH PKG|MAX TRA,3,38888,No change noted,Unchanged for 2 weeks,2,38888,38888,0,0,153095,3.5L,Gasoline,Unknown,N/A,Champion Ford,Dealer,"1 Champion Road, Carstairs, AB, T0M 0N0","Carstairs, AB",91,address,6f158513-79be-4cb5-afd6-9df4b602f00e,https://www.autotrader.ca/offers/ford-f-150-king-ranch-leather-steering-wheel-tech-pkg-max-tra-gasoline-white-cat_ma29gr16518tr11274-6f158513-79be-4cb5-afd6-9df4b602f00e,0.37249458369778826,AutoTrader
25,2017,Ford,F 150,XLT SuperCrew - 4x4 - 5.0L V8 - REMOTE START,2,18275,No change noted,Down $362 over 2 weeks,2,18637,18637,-362,-362,223094,5.0L,Gasoline,Unknown,N/A,Saskatoon Auto Connection,Dealer,"139A 105th Street East, SASKATOON, SK, S7N1Z2","SASKATOON, SK",546,address,dc0725cb-bded-46c2-90e0-6ea5be80ff0f,https://www.autotrader.ca/offers/ford-f-150-xlt-supercrew-4x4-5-0l-v8-remote-start-gasoline-white-cat_ma29gr16518tr11288-dc0725cb-bded-46c2-90e0-6ea5be80ff0f,0.37546484248363066,AutoTrader
26,2017,Ford,F 150,Lariat  - $170.97 /Wk,3,28783,No change noted,Unchanged for 2 weeks,2,28783,28783,0,0,156891,3.5L,Gasoline,No accidents reported,N/A,Legacy Dodge Chrysler Jeep Ram,Dealer,"324 Gregoire Drive, FORT MCMURRAY, AB, T9H 3R2","FORT MCMURRAY, AB",587,address,1d393766-6a36-4eb9-bc58-d879aaf53ad6,https://www.autotrader.ca/offers/ford-f-150-lariat-170-97-wk-gasoline-white-cat_ma29gr16518tr11275-1d393766-6a36-4eb9-bc58-d879aaf53ad6,0.382178286402528,AutoTrader
27,2019,Ford,F 150,XLT CREW CAB BACKUP CAMERA HEATED SEATS DRIVE MODE,2,31988,No change noted,Unchanged for 2 weeks,2,31988,31988,0,0,82234,2.7L,Gasoline,Unknown,N/A,Auto House,Dealer,"2404 23rd Ave NE, CALGARY, AB, T2E8J4","CALGARY, AB",149,city_center,b385ed31-ba26-4139-9e3b-17ada7a7a69f,https://www.autotrader.ca/offers/ford-f-150-xlt-crew-cab-backup-camera-heated-seats-drive-mode-gasoline-black-cat_ma29gr16518tr11290-b385ed31-ba26-4139-9e3b-17ada7a7a69f,0.3863769364095717,AutoTrader
28,2021,Ford,F 150,Lariat HEATED STEERING | REMOTE START | HEAT + COO,3,41315,No change noted,"Down $1,352 over 1 weeks",1,42667,42667,-1352,-1352,117838,3.5L,Gasoline,Unknown,N/A,Cam Clark Ford Calgary/Airdrie,Dealer,"1001 Highland Park Blvd NE, AIRDRIE, AB, T4A 0R2","AIRDRIE, AB",118,address,287e5dd1-38c0-4921-b633-b5184e7023c6,https://www.autotrader.ca/offers/ford-f-150-lariat-heated-steering-remote-start-heat-+-coo-gasoline-red-cat_ma29gr16518tr11275-287e5dd1-38c0-4921-b633-b5184e7023c6,0.3905716225603874,AutoTrader
29,2018,Ford,F 150,XLT,2,25985,No change noted,First seen this week,0,25985,25985,0,0,155156,3.5L,Gasoline,Unknown,N/A,Nissan Lloydminster,Dealer,"2202 50th Ave, Lloydminster, SK, T9V2W7","Lloydminster, SK",368,city_center,5fcdeae0-c749-4f41-900a-05cedbfe225e,https://www.autotrader.ca/offers/ford-f-150-xlt-gasoline-gold-cat_ma29gr16518-5fcdeae0-c749-4f41-900a-05cedbfe225e,0.3923921829550772,AutoTrader
30,2019,Ford,F 150,XLT,2,28993,No change noted,First seen this week,0,28993,28993,0,0,236908,3.5L,Gasoline,Unknown,N/A,Southtown Chrysler,Dealer,"4404 66 St NW, Edmonton, AB, T6K 4E7","Edmonton, AB",149,address,8f61daf6-d559-4822-b57e-c10540789b7a,https://www.autotrader.ca/offers/ford-f-150-xlt-gasoline-red-cat_ma29gr16518-8f61daf6-d559-4822-b57e-c10540789b7a,0.3930800705896054,AutoTrader
31,2020,Ford,F 150,XLT  SPORT PKG. - TOW PKG. - TAILGATE STEP - 2.7L,2,31993,No change noted,Unchanged for 1 weeks,1,31993,31993,0,0,126212,2.7L,Gasoline,Accident reported,N/A,Northstar Ford Calgary,Dealer,"9 Crowfoot Circle NW, CALGARY, AB, T3G3J8","CALGARY, AB",148,address,8fba8097-63d4-4307-827a-d9a6003b650a,https://www.autotrader.ca/offers/ford-f-150-xlt-sport-pkg-tow-pkg-tailgate-step-2-7l-gasoline-grey-cat_ma29gr16518tr11290-8fba8097-63d4-4307-827a-d9a6003b650a,0.3952331985968709,AutoTrader
32,2020,Ford,F 150,XLT | 301A | SuperCrew 145 | Remote Start | Tow Pk,2,32000,No change noted,Unchanged for 1 weeks,1,32000,32000,0,0,121101,3.5L,Gasoline,Unknown,N/A,Waterloo Ford,Dealer,"11420 - 107 Ave, Edmonton, AB, T5H 0Y5","Edmonton, AB",155,address,5c3003e5-ec53-496a-98a0-c88ed8c92ed4,https://www.autotrader.ca/offers/ford-f-150-xlt-301a-supercrew-145-remote-start-tow-pk-gasoline-grey-cat_ma29gr16518tr11290-5c3003e5-ec53-496a-98a0-c88ed8c92ed4,0.39555945005788257,AutoTrader
33,2020,Ford,F 150,LARIAT 4WD SuperCrew 5.5' Box,3,35909,No change noted,First seen this week,0,35909,35909,0,0,153029,2.7L,Gasoline,Unknown,N/A,Gary Moe Lethbridge Chrysler Dodge Jeep Ram,Dealer,"2324 5 Ave N, Lethbridge, AB, T1H 5B5","Lethbridge, AB",355,address,9e1d4fc6-c0a4-4829-a767-130a44f556fa,https://www.autotrader.ca/offers/ford-f-150-lariat-4wd-supercrew-5-5-box-gasoline-white-cat_ma29gr16518tr11275-9e1d4fc6-c0a4-4829-a767-130a44f556fa,0.39721761213207657,AutoTrader
34,2020,Ford,F 150,SuperCrew | Remote Start | Block Heater,1,21875,No change noted,First seen this week,0,21875,21875,0,0,183938,2.7L,Gasoline,Accident reported,N/A,Courtesy Chrysler Dodge Jeep Ram,Dealer,"125 Glendeer Circle S.E., CALGARY, AB, T2H 2S8","CALGARY, AB",149,city_center,58a44555-a18f-46ad-a40e-54a02ef49c8a,https://www.autotrader.ca/offers/ford-f-150-supercrew-remote-start-block-heater-gasoline-black-cat_ma29gr16518tr11290-58a44555-a18f-46ad-a40e-54a02ef49c8a,0.39791941667503355,AutoTrader
35,2019,Ford,F 150,Lariat,3,25987,No change noted,Unchanged for 1 weeks,1,25987,25987,0,0,253693,3.5L,Gasoline,Unknown,N/A,RIPLEY FORD,Dealer,"1560 Saskatchewan Drive South, MELFORT, SK, S0E1A0","MELFORT, SK",713,city_center,2f5a41dc-20be-4dbe-9d08-ea957eeb89d6,https://www.autotrader.ca/offers/ford-f-150-lariat-gasoline-black-cat_ma29gr16518tr11275-2f5a41dc-20be-4dbe-9d08-ea957eeb89d6,0.40234790807860954,AutoTrader
36,2022,Ford,F 150,"XLT CLEAN ONE OWNER CARFAX, KATZKIN LEATHER, FX4 P",3,44888,No change noted,First seen this week,0,44888,44888,0,0,95739,5.0L,Gasoline,No accidents reported,N/A,Cam Clark Ford Olds,Dealer,"5042 48 th Street, OLDS, AB, T4H 0C6","OLDS, AB",63,city_center,198ace60-2c18-414b-8b53-7e1b84f9bbe1,https://www.autotrader.ca/offers/ford-f-150-xlt-clean-one-owner-carfax-katzkin-leather-fx4-p-gasoline-black-cat_ma29gr16518tr11290-198ace60-2c18-414b-8b53-7e1b84f9bbe1,0.40549803023067693,AutoTrader
37,2021,Ford,F 150,Lariat  - Leather Seats -  Cooled Seats,3,43148,No change noted,Unchanged for 2 weeks,2,43148,43148,0,0,94171,2.7L,Gasoline,Accident reported,N/A,Camrose Toyota,Dealer,"3411 48 Avenue, Camrose, AB, T4V 1L8","Camrose, AB",144,address,9d1ee9a5-e36b-4766-b78b-6b28f2938656,https://www.autotrader.ca/offers/ford-f-150-lariat-leather-seats-cooled-seats-gasoline-white-cat_ma29gr16518tr11275-9d1ee9a5-e36b-4766-b78b-6b28f2938656,0.4058833259223242,AutoTrader
38,2022,Ford,F 150,Lariat,3,45888,No change noted,"Down $5,800 over 1 weeks",1,51688,51688,-5800,-5800,142991,3.5L,Gasoline,Accident reported,N/A,MGM Ford Lincoln Sales,Dealer,"3010 - 50th Avenue, RED DEER, AB, T4R 1M5","RED DEER, AB",1,city_center,ed0180a3-a696-474a-9ccb-12e2b2381542,https://www.autotrader.ca/offers/ford-f-150-lariat-gasoline-white-cat_ma29gr16518tr11275-ed0180a3-a696-474a-9ccb-12e2b2381542,0.41186447276180516,AutoTrader
39,2019,Ford,F 150,XLT,2,36995,No change noted,Unchanged for 2 weeks,2,36995,36995,0,0,72777,3.5L,Gasoline,Accident reported,N/A,Aspen Ford Sales Ltd.,Dealer,"4402 - 42 St., STETTLER, AB, T0C2L0","STETTLER, AB",82,address,f9c13fa5-6ad9-4f31-ae6b-c73bd1c0c178,https://www.autotrader.ca/offers/ford-f-150-xlt-gasoline-black-cat_ma29gr16518-f9c13fa5-6ad9-4f31-ae6b-c73bd1c0c178,0.41358855408574163,AutoTrader
40,2022,Ford,F 150,LARIAT/CREW/LEATHER/SUNROOF,3,43888,No change noted,Down $111 over 1 weeks,1,43999,43999,-111,-111,95493,2.7L,Gasoline,Unknown,N/A,West Edmonton Hyundai,Dealer,"10120-178 St, Edmonton, AB, T5S1P5","Edmonton, AB",163,address,87156572-1c8f-4e6c-b38d-3c6d808d3cc5,https://www.autotrader.ca/offers/ford-f-150-lariat-crew-leather-sunroof-gasoline-black-cat_ma29gr16518tr11275-87156572-1c8f-4e6c-b38d-3c6d808d3cc5,0.4158876684556796,AutoTrader
41,2023,Ford,F 150,XLT DEALER OWNED | LEASE RETURN | BENCH SEAT | 4X4,2,34312,No change noted,"Up $1,000 over 1 weeks",1,33312,33312,1000,1000,170918,5.0L,Gasoline,Unknown,N/A,Cam Clark Ford Calgary/Airdrie,Dealer,"1001 Highland Park Blvd NE, AIRDRIE, AB, T4A 0R2","AIRDRIE, AB",118,address,2dfbc338-0cf4-4c17-badd-b4c4bdf3f1aa,https://www.autotrader.ca/offers/ford-f-150-xlt-dealer-owned-lease-return-bench-seat-4x4-gasoline-grey-cat_ma29gr16518tr11290-2dfbc338-0cf4-4c17-badd-b4c4bdf3f1aa,0.4180778322745487,AutoTrader
42,2019,Ford,F 150,LARIAT 4WD SuperCrew 5.5' Box,3,37898,No change noted,First seen this week,0,37898,37898,0,0,155265,3.5L,Gasoline,Unknown,N/A,Gary Moe Medicine Hat Chrysler Dodge Jeep Ram,Dealer,"1500 Strachan RD. S.E., Medicine Hat, AB, T1B4V2","Medicine Hat, AB",406,city_center,9a41ddd9-34dd-4ab2-936d-aad524a83e11,https://www.autotrader.ca/offers/ford-f-150-lariat-4wd-supercrew-5-5-box-gasoline-cat_ma29gr16518tr11288-9a41ddd9-34dd-4ab2-936d-aad524a83e11,0.42382506734426273,AutoTrader
43,2022,Ford,F 150,XLT SuperCrew 145 | SYNC 4 | Fog Lights | Keyless,2,36000,No change noted,Unchanged for 1 weeks,1,36000,36000,0,0,130220,3.3L,Gasoline,Unknown,N/A,Waterloo Ford,Dealer,"11420 - 107 Ave, Edmonton, AB, T5H 0Y5","Edmonton, AB",155,address,6514dcfe-f6e3-4cef-9691-737d35d1cec5,https://www.autotrader.ca/offers/ford-f-150-xlt-supercrew-145-sync-4-fog-lights-keyless-gasoline-red-cat_ma29gr16518tr11290-6514dcfe-f6e3-4cef-9691-737d35d1cec5,0.4307600050768289,AutoTrader
44,2022,Ford,F 150,LARIAT - HEATED SEATS HEATED WHEEL,3,44777,No change noted,Unchanged for 2 weeks,2,44777,44777,0,0,128669,2.7L,Gasoline,Unknown,N/A,Okotoks Chevrolet Buick GMC Ltd.,Dealer,"101 Northgate Drive, OKOTOKS, AB, T1S0H9","OKOTOKS, AB",185,address,d9fe4b33-bc8d-490d-aa1e-2f86fbdd2bbd,https://www.autotrader.ca/offers/ford-f-150-lariat-heated-seats-heated-wheel-gasoline-cat_ma29gr16518tr11275-d9fe4b33-bc8d-490d-aa1e-2f86fbdd2bbd,0.4342174399815418,AutoTrader
45,2022,Ford,F 150,XLT MAX TOWING | TWIN PANEL ROOF | INTERIOR WORK S,2,39931,No change noted,Unchanged for 2 weeks,2,39931,39931,0,0,109064,3.5L,Gasoline,Unknown,N/A,Innisfail Chrysler Dodge Jeep Ram,Dealer,"5110 40 Ave, Innisfail, AB, T4G 1Z1","Innisfail, AB",33,address,c983f3b2-b9c1-481e-a3d9-93f19d760afd,https://www.autotrader.ca/offers/ford-f-150-xlt-max-towing-twin-panel-roof-interior-work-s-gasoline-black-cat_ma29gr16518tr11290-c983f3b2-b9c1-481e-a3d9-93f19d760afd,0.43628460583037143,AutoTrader
46,2020,Ford,F 150,"XLT SuperCrew, As Traded, Great Farm Truck!",2,19999,No change noted,Unchanged for 2 weeks,2,19999,19999,0,0,224164,2.7L,Gasoline,Unknown,N/A,Velocity Ford,Dealer,"661 Thatcher Dr E, Moose Jaw, SK, S6J 1L8","Moose Jaw, SK",799,city_center,da032e98-7911-4c59-aaa8-1cd0adaa5ea9,https://www.autotrader.ca/offers/ford-f-150-xlt-supercrew-as-traded-great-farm-truck-gasoline-white-cat_ma29gr16518tr11290-da032e98-7911-4c59-aaa8-1cd0adaa5ea9,0.4375476494879285,AutoTrader
47,2023,Ford,F 150,XLT 4x4 | Tow Hooks | Hitch | Crew Cab | EcoBoost,2,41809,No change noted,Down $176 over 1 weeks,1,41985,41985,-176,-176,70708,3.5L,Gasoline,Accident reported,N/A,Kia Red Deer,Dealer,"2949 50 Ave, Red Deer, AB, T4R1H1","Red Deer, AB",3,address,b67b5694-8266-4984-a7c5-f9014583e2e8,https://www.autotrader.ca/offers/ford-f-150-xlt-4x4-tow-hooks-hitch-crew-cab-ecoboost-gasoline-white-cat_ma29gr16518-b67b5694-8266-4984-a7c5-f9014583e2e8,0.43845132472860154,AutoTrader
