rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2025,Ford,F-150,tremor,3,700,No change noted,Unchanged for 3 weeks,3,700,700,0,0,30000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Stettler, AB","Stettler, AB",80,address,1736673035,https://www.kijiji.ca/v-cars-trucks/flin-flon/2025-ford-tremor-lease-take-over/1736673035,0.03537555611938019,Kijiji
2,2019,Ford,F-150,raptor,3,8969,No change noted,First seen this week,0,8969,8969,0,0,123,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1738880482,https://www.kijiji.ca/v-cars-trucks/calgary/unique-lifts-11000lbs-heavy-duty-4-post-vehicle-hoist/1738880482,0.10277367839085291,Kijiji
3,2025,Ford,F-150,xlt,2,410,No change noted,Unchanged for 2 weeks,2,410,410,0,0,22000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1732680052,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/ford-f-150-xlt-2025-lease-transfer/1732680052,0.10615105098594624,Kijiji
4,2018,Ford,F-150,Unknown,1,50,No change noted,First seen this week,0,50,50,0,0,1,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1738833052,https://www.kijiji.ca/v-cars-trucks/calgary/f150-tonneau-cover/1738833052,0.17838961636362144,Kijiji
5,2025,Ford,F-150,Unknown,1,1500,No change noted,Unchanged for 3 weeks,3,1500,1500,0,0,999,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1732866860,https://www.kijiji.ca/v-cars-trucks/calgary/like-new-285-45r22-nitto-nt421q/1732866860,0.19095609644430728,Kijiji
6,2018,Ford,F-150,Unknown,1,1999,No change noted,First seen this week,0,1999,1999,0,0,1,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1738858375,https://www.kijiji.ca/v-cars-trucks/calgary/f150-canopy/1738858375,0.1946312830302881,Kijiji
7,2023,Ford,F-150,Unknown,1,530,No change noted,First seen this week,0,530,530,0,0,46000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Strathmore, AB","Strathmore, AB",187,address,1738869677,https://www.kijiji.ca/v-cars-trucks/ville-de-quebec/2023-ford-f-150-lariat-4wd-supercrew-boite-5-5/1738869677,0.21179233860151714,Kijiji
8,2017,Ford,F-150,Unknown,1,100,No change noted,Unchanged for 1 weeks,1,100,100,0,0,147000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1738502885,https://www.kijiji.ca/v-cars-trucks/calgary/truck-for-junk-landscaping/1738502885,0.24997070057945603,Kijiji
9,2016,Ford,F-150,Unknown,1,200,No change noted,Unchanged for 3 weeks,3,200,200,0,0,1,Unknown,Gas,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",538,address,1736969505,https://www.kijiji.ca/v-cars-trucks/saskatoon/ford-factory-rims/1736969505,0.25266840234609955,Kijiji
10,2018,Ford,F-150,xlt,2,10000,No change noted,Unchanged for 3 weeks,3,10000,10000,0,0,1,Unknown,Gas,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",538,address,1737914270,https://www.kijiji.ca/v-cars-trucks/saskatoon/2018-ford-f150-mechanic-special/1737914270,0.2593350690127662,Kijiji
11,2017,Ford,F-150,lariat,3,18998,No change noted,Unchanged for 2 weeks,2,18998,18998,0,0,199030,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",91,address,1727997804,https://www.kijiji.ca/v-cars-trucks/hamilton/2017-ford-f-150-lariat-bluetooth/1727997804,0.271753925418624,Kijiji
12,2019,Ford,F-150,fx4,3,16995,No change noted,Unchanged for 3 weeks,3,16995,16995,0,0,211670,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1733470454,https://www.kijiji.ca/v-cars-trucks/calgary/2019-ford-f-150-xlt-fx4-6-5-box-tow-package-back-up-cam-6-pass/1733470454,0.27207008282857353,Kijiji
13,2017,Ford,F-150,fx4,3,21994,No change noted,First seen this week,0,21994,21994,0,0,148900,3.5L,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1738657574,https://www.kijiji.ca/v-cars-trucks/levis/ford-f-150-2017-xlt-fx4-supercrew-boite-6-5-3-5l-ecoboost/1738657574,0.27245190827288523,Kijiji
14,2020,Ford,F-150,xlt,2,6000,No change noted,First seen this week,0,6000,6000,0,0,258010,Unknown,Gas,Unknown,N/A,Unknown,Private,"Leduc, AB","Leduc, AB",122,address,1738879215,https://www.kijiji.ca/v-cars-trucks/bedford/2020-f-150-xlt-crew-cab/1738879215,0.27281013483192873,Kijiji
