rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2025,Ford,F-150,limited,3,5969,No change noted,First seen this week,0,5969,5969,0,0,123,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1740636481,https://www.kijiji.ca/v-cars-trucks/calgary/brand-new-9000lbs-heavy-duty-4-post-car-lift/1740636481,0.07773719521711069,Kijiji
2,2025,Ford,F-150,raptor,3,6969,No change noted,First seen this week,0,6969,6969,0,0,321,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1740768075,https://www.kijiji.ca/v-cars-trucks/calgary/unique-lifts-9-000lbs-heavy-duty-4-post-car-lift/1740768075,0.0861076543045609,Kijiji
3,2016,Ford,F-150,lariat,3,19999,No change noted,Unchanged for 2 weeks,2,19999,19999,0,0,1,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Olds, AB","Olds, AB",63,address,1740416468,https://www.kijiji.ca/v-cars-trucks/medicine-hat/2016-ford-f-150-lariat/1740416468,0.17848580494227342,Kijiji
4,2018,Ford,F-150,xlt,2,3999,No change noted,Unchanged for 7 weeks,7,3999,3999,0,0,275000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1738444917,https://www.kijiji.ca/v-cars-trucks/calgary/ford-f150/1738444917,0.18786101296653374,Kijiji
5,2017,Ford,F-150,lariat,3,14990,No change noted,"Down $5,000 over 3 weeks",3,19990,14990,0,-5000,286310,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1739827952,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-f-150-lariat-502a-moonroof-fx4-package/1739827952,0.20657334770927066,Kijiji
6,2016,Ford,F-150,fx4,3,18000,No change noted,"Down $1,000 over 2 weeks",2,19000,18000,0,-1000,196000,2.7L,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1739917203,https://www.kijiji.ca/v-cars-trucks/calgary/2016-ford-f150-fx4-2-7l/1739917203,0.21472321208151574,Kijiji
7,2018,Ford,F-150,fx4,3,18900,No change noted,Unchanged for 4 weeks,4,18900,18900,0,0,198000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1739379519,https://www.kijiji.ca/v-cars-trucks/calgary/2018-ford-f150-xlt-fx4-5-0-v8/1739379519,0.22259821969885796,Kijiji
8,2017,Ford,F-150,lariat,3,19457,No change noted,"Down $4,339 over 6 weeks",6,23796,22988,-3531,-4339,237008,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",91,address,1737451200,https://www.kijiji.ca/v-cars-trucks/grande-prairie/2017-ford-f-150/1737451200,0.2236654241707131,Kijiji
9,2021,Ford,F-150,lariat,3,19900,No change noted,"Down $2,000 over 1 weeks",1,21900,21900,-2000,-2000,253084,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1740417170,https://www.kijiji.ca/v-cars-trucks/calgary/2021-ford-f-150-lariat/1740417170,0.24126001282903092,Kijiji
10,2018,Ford,F-150,xlt,2,8000,No change noted,Unchanged for 2 weeks,2,8000,8000,0,0,381996,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",154,address,1740152716,https://www.kijiji.ca/v-cars-trucks/edmonton/2018-ford-f-150-xlt-supercrew-145-xtr-pkg-rear-cam/1740152716,0.24220351048745198,Kijiji
11,2016,Ford,F-150,lariat,3,22395,No change noted,"Down $1,595 over 4 weeks",4,23990,22395,0,-1595,209000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739257776,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2016-ford-f-150-lariat-4x4-supercrew-5-5-ft-box-145-in-wb-auto/1739257776,0.24289715083078592,Kijiji
12,2017,Ford,F-150,xlt,2,10000,No change noted,First seen this week,0,10000,10000,0,0,306000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1740602402,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-f150-xlt/1740602402,0.24368196436867157,Kijiji
13,2018,Ford,F-150,lariat,3,19999,No change noted,Unchanged for 1 weeks,1,19999,19999,0,0,268000,5.0L,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1740403211,https://www.kijiji.ca/v-cars-trucks/calgary/2018-ford-f-150-lariat-fx4-supercrew-5-0l-v8-6-5-box-decked/1740403211,0.24488181963916925,Kijiji
14,2016,Ford,F-150,xlt,2,10990,No change noted,Unchanged for 9 weeks,9,10990,10990,0,0,294926,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1734927153,https://www.kijiji.ca/v-cars-trucks/calgary/2016-ford-f-150-xlt-no-fees/1734927153,0.24985554719144765,Kijiji
15,2018,Ford,F-150,lariat,3,22500,No change noted,First seen this week,0,22500,22500,0,0,209110,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1740744009,https://www.kijiji.ca/v-cars-trucks/calgary/2018-ford-f-150-lariat/1740744009,0.25468138701319404,Kijiji
16,2019,Ford,F-150,lariat,3,23000,No change noted,Unchanged for 2 weeks,2,23000,23000,0,0,198000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1740122656,https://www.kijiji.ca/v-cars-trucks/calgary/2019-ford-f-150-lariat-ecoboost/1740122656,0.25676488636552464,Kijiji
17,2020,Ford,F-150,limited,3,22000,No change noted,Unchanged for 1 weeks,1,22000,22000,0,0,237777,Unknown,Gas,Unknown,N/A,Unknown,Private,"Edmonton, AB","Edmonton, AB",154,address,1740261873,https://www.kijiji.ca/v-cars-trucks/edmonton/2020-ford-f150-lariat/1740261873,0.25682856537137927,Kijiji
18,2020,Ford,F-150,fx4,3,24795,No change noted,Unchanged for 1 weeks,1,24795,24795,0,0,192750,5.0L,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740289168,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2020-ford-f-150/1740289168,0.25985021393988034,Kijiji
19,2016,Ford,F-150,Unknown,1,9899,No change noted,First seen this week,0,9899,9899,0,0,380,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Edmonton, AB","Edmonton, AB",154,address,1740556231,https://www.kijiji.ca/v-cars-trucks/edmonton/2016-f-160/1740556231,0.2614740570376163,Kijiji
20,2019,Ford,F-150,lariat,3,23888,No change noted,Unchanged for 2 weeks,2,23888,23888,0,0,196575,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",154,address,1740029198,https://www.kijiji.ca/v-cars-trucks/edmonton/2019-ford-f-150-lariat-leather-heated-cool-seat-applecarplay/1740029198,0.2648363667798454,Kijiji
21,2016,Ford,F-150,xlt,2,15999,No change noted,Unchanged for 1 weeks,1,15999,15999,0,0,230000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740375510,https://www.kijiji.ca/v-cars-trucks/moncton/2016-ford-f-150-xlt/1740375510,0.26853473081287926,Kijiji
22,2018,Ford,F-150,lariat,3,24999,No change noted,Unchanged for 1 weeks,1,24999,24999,0,0,171000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Edmonton, AB","Edmonton, AB",154,address,1740414907,https://www.kijiji.ca/v-cars-trucks/edmonton/2018-ford-f150-lariat/1740414907,0.269299290206415,Kijiji
23,2017,Ford,F-150,xlt,2,14500,No change noted,First seen this week,0,14500,14500,0,0,262182,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1740741331,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-f150-supercrew/1740741331,0.2729659224803207,Kijiji
24,2018,Ford,F-150,xlt,2,15909,No change noted,"Down $1,000 over 2 weeks",2,16909,16909,-1000,-1000,262174,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739921396,https://www.kijiji.ca/v-cars-trucks/prince-george/2018-ford-f-150-xlt-4wd-v6-6-seats-backup-camera-ac/1739921396,0.2738174783530637,Kijiji
25,2019,Ford,F-150,lariat,3,24000,No change noted,"Down $1,500 over 6 weeks",6,25500,24000,0,-1500,247000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1736619748,https://www.kijiji.ca/v-cars-trucks/calgary/ford-f-150-3-5-ecoboost/1736619748,0.27428590632374256,Kijiji
26,2017,Ford,F-150,xlt,2,15998,No change noted,Unchanged for 4 weeks,4,15998,15998,0,0,211286,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1739457003,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-f-150-4wd-supercab-145-xlt/1739457003,0.27590606196752904,Kijiji
27,2016,Ford,F-150,lariat,3,25998,No change noted,First seen this week,0,25998,25998,0,0,164887,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",154,address,1740841984,https://www.kijiji.ca/v-cars-trucks/edmonton/2016-ford-f-150-lariat-ecoboost/1740841984,0.2764780794240085,Kijiji
28,2020,Ford,F-150,lariat,3,24999,No change noted,"Down $4,996 over 10 weeks",10,29995,24999,0,-4996,211123,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",154,address,1731574464,https://www.kijiji.ca/v-cars-trucks/edmonton/2020-ford-f-150-lariat/1731574464,0.2768225055217261,Kijiji
29,2020,Ford,F-150,lariat,3,24988,No change noted,First seen this week,0,24988,24988,0,0,223186,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1740419248,https://www.kijiji.ca/v-cars-trucks/calgary/2020-ford-f-150-lariat-4wd-supercrew-5-5-box/1740419248,0.27805402395738193,Kijiji
30,2017,Ford,F-150,lariat,3,24995,No change noted,Unchanged for 6 weeks,6,24995,24995,0,0,227339,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1739064838,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-f-150-lariat-502a-sport-fx4-moonroof-power-boards/1739064838,0.27889106060812646,Kijiji
31,2018,Ford,F-150,lariat,3,25900,No change noted,First seen this week,0,25900,25900,0,0,189184,3.5L,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",154,address,1740704400,https://www.kijiji.ca/v-cars-trucks/edmonton/2018-ford-f-150-lariat-4wd-supercrew-5-5-box-3-5l-engine-no-a/1740704400,0.2802171927966238,Kijiji
32,2017,Ford,F-150,xlt,2,16900,No change noted,First seen this week,0,16900,16900,0,0,195105,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1740240101,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-f-150-supercab-145-xlt-4x4/1740240101,0.28038872950608845,Kijiji
33,2017,Ford,F-150,platinum,3,27970,No change noted,Unchanged for 4 weeks,4,27970,27970,0,0,165720,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739504865,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2017-ford-f-150-platinum/1739504865,0.28124031932483345,Kijiji
34,2016,Ford,F-150,lariat,3,27590,No change noted,"Down $2,108 over 9 weeks",9,29698,27658,-68,-2108,125870,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1736381016,https://www.kijiji.ca/v-cars-trucks/calgary/2016-ford-f-150-lariat-leather-heated-and-cooled-front-seat/1736381016,0.2814902366460772,Kijiji
35,2019,Ford,F-150,xlt,2,18995,No change noted,First seen this week,0,18995,18995,0,0,174818,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740791877,https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2019-ford-f-150-xlt/1740791877,0.28315456230945657,Kijiji
36,2016,Ford,F-150,lariat,3,26998,No change noted,"Down $1,000 over 10 weeks",10,27998,27998,-1000,-1000,165142,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1729973447,https://www.kijiji.ca/v-cars-trucks/calgary/2016-ford-f-150-lariat/1729973447,0.28392055288687584,Kijiji
37,2017,Ford,F-150,lariat,3,25995,No change noted,Unchanged for 2 weeks,2,25995,25995,0,0,211797,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1740057637,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-f-150-lariat-502a-fx4-off-road-sunroof-max-tow/1740057637,0.28431020974709337,Kijiji
38,2017,Ford,F-150,lariat,3,26999,No change noted,"Down $1,000 over 8 weeks",8,27999,27999,-1000,-1000,164801,Unknown,Gas,Salvage/rebuilt,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",154,address,1736957068,https://www.kijiji.ca/v-cars-trucks/edmonton/2017-ford-f-150-4wd-supercrew-145-lariat/1736957068,0.28480362076312943,Kijiji
39,2018,Ford,F-150,lariat,3,29500,No change noted,Unchanged for 11 weeks,11,29500,29500,0,0,153000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Olds, AB","Olds, AB",63,address,1738082498,https://www.kijiji.ca/v-cars-trucks/medicine-hat/2018-ford-f150/1738082498,0.2863487001651451,Kijiji
40,2018,Ford,F-150,lariat,3,26888,No change noted,"Down $1,000 over 6 weeks",6,27888,26888,0,-1000,193527,2.7L,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1739017425,https://www.kijiji.ca/v-cars-trucks/calgary/2018-ford-f-150-lariat-2-7l-eco-boost/1739017425,0.2883261818293387,Kijiji
41,2018,Ford,F-150,xlt,2,18064,No change noted,First seen this week,0,18064,18064,0,0,244890,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1740516916,https://www.kijiji.ca/v-cars-trucks/prince-george/2018-ford-f-150-xlt/1740516916,0.2885349958573255,Kijiji
42,2017,Ford,F-150,fx4,3,27900,No change noted,First seen this week,0,27900,27900,0,0,154659,3.5L,Gas,No accidents reported,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1740883970,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-f-150-xlt-302a-sport-3-5l-eco-max-tow-pkg-fx4/1740883970,0.28947161712724323,Kijiji
43,2017,Ford,F-150,xlt,2,16900,No change noted,Unchanged for 8 weeks,8,16900,16900,0,0,239215,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",154,address,1738254234,https://www.kijiji.ca/v-cars-trucks/edmonton/2017-ford-f-150-xlt-4wd-supercrew-5-5-box-ecoboost-brand-new/1738254234,0.28959819584824836,Kijiji
44,2016,Ford,F-150,sport,2,18990,No change noted,Unchanged for 3 weeks,3,18990,18990,0,0,216500,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1739777021,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2016-ford-f-150-v8-sports-4x4-5-5ft-box-supercrew/1739777021,0.29092842939581925,Kijiji
45,2016,Ford,F-150,xlt,2,17000,No change noted,First seen this week,0,17000,17000,0,0,249000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1740711227,https://www.kijiji.ca/v-cars-trucks/calgary/ford-f150-xlt-4x4/1740711227,0.29132758060775144,Kijiji
46,2016,Ford,F-150,xlt,2,19995,No change noted,Unchanged for 9 weeks,9,19995,19995,0,0,189501,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1733781408,https://www.kijiji.ca/v-cars-trucks/ottawa/2016-ford-f-150/1733781408,0.29424101406550784,Kijiji
47,2019,Ford,F-150,xlt,2,18990,No change noted,Down $910 over 8 weeks,8,19900,18990,0,-910,171172,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",154,address,1734834225,https://www.kijiji.ca/v-cars-trucks/edmonton/2019-ford-f-150-xlt-4x4-supercab-styleside-6-ft-box-163-in-wb/1734834225,0.29425654086150643,Kijiji
48,2016,Ford,F-150,lariat,3,27995,No change noted,Unchanged for 2 weeks,2,27995,27995,0,0,183554,3.5L,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1740104891,https://www.kijiji.ca/v-cars-trucks/calgary/2016-ford-f-150-lariat-sport-3-5l-ecoboost-6-5-ft-box-max-to/1740104891,0.29568120634546174,Kijiji
49,2017,Ford,F-150,xlt,2,17998,No change noted,Unchanged for 7 weeks,7,17998,17998,0,0,228759,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1738814767,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-f-150-4wd-supercrew-145-xlt/1738814767,0.2958489826831061,Kijiji
50,2020,Ford,F-150,lariat,3,29000,No change noted,"Down $4,000 over 1 weeks",1,33000,33000,-4000,-4000,140097,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1740282673,https://www.kijiji.ca/v-cars-trucks/calgary/2020-ford-f-150-lariat/1740282673,0.2959078533320411,Kijiji
