rank,year,make,model,trim,trim_tier,price,price_history,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source
1,2025,Ford,F-150,lariat,3,980,No change noted,12000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1736017597,https://www.kijiji.ca/v-cars-trucks/delta-surrey-langley/lease-takeover-f150-shorter/1736017597,0.03134245860809245,Kijiji
2,2025,Ford,F-150,tremor,3,700,No change noted,30000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Stettler, AB","Stettler, AB",80,address,1736673035,https://www.kijiji.ca/v-cars-trucks/flin-flon/2025-ford-tremor-lease-take-over/1736673035,0.03562395822506573,Kijiji
3,2025,Ford,F-150,xlt,2,369,No change noted,5700,3.5L,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737679712,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2025-ford-f150-xlt-3-5l-6-5-bed-5700kms/1737679712,0.09820086758439098,Kijiji
4,2025,Ford,F-150,xlt,2,387,No change noted,12500,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737792508,https://www.kijiji.ca/v-cars-trucks/barrie/2025-ford-f150-xlt-302a-lease-takeover/1737792508,0.10164284943007934,Kijiji
5,2025,Ford,F-150,xlt,2,410,No change noted,21000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1732680052,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/ford-f-150-xlt-2025-lease-transfer/1732680052,0.10594949340385644,Kijiji
6,2024,Ford,F-150,xlt,2,450,No change noted,23000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1733801073,https://www.kijiji.ca/v-cars-trucks/barrie/2024-ford-f150-lease-takeover/1733801073,0.10725105669180399,Kijiji
7,2019,Ford,F-150,platinum,3,16000,No change noted,35121,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737902795,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/ford-f150-platinum-2019-5-0-coyote/1737902795,0.16770234766507683,Kijiji
8,2019,Ford,F-150,Unknown,1,900,No change noted,1000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1733371766,https://www.kijiji.ca/v-cars-trucks/st-georges-de-beauce/ford-f-150-lt275-65-18-gt-radial-11-32-usure-roues-acier-18p-20/1733371766,0.17535052719104757,Kijiji
9,2020,Ford,F-150,Unknown,1,900,No change noted,3000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1729805244,https://www.kijiji.ca/v-cars-trucks/st-georges-de-beauce/ford-f-150-265-70-17-nokian-hakkapeliitta-8-9-32-usure-roues-202/1729805244,0.17631875714566178,Kijiji
10,2016,Ford,F-150,Unknown,1,1400,No change noted,100,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1735841509,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/ford-f-150-wheels/1735841509,0.17908149037813784,Kijiji
11,2018,Ford,F-150,Unknown,1,1600,No change noted,1500,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1730552907,https://www.kijiji.ca/v-cars-trucks/st-georges-de-beauce/ford-f-150-265-70-17-yoko-iceguard-mags-18p-pneus-10-32-usure-20/1730552907,0.18142591801303445,Kijiji
12,2025,Ford,F-150,xlt,2,787,No change noted,10000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",786,address,1735342580,https://www.kijiji.ca/v-cars-trucks/winnipeg/lease-takeover-2025-ford-f150-xlt-crewcab-5-5-box/1735342580,0.2363994831064044,Kijiji
13,2016,Ford,F-150,lariat,3,6888,No change noted,336228,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1736551183,https://www.kijiji.ca/v-cars-trucks/calgary/2016-ford-f-150-lariat/1736551183,0.24860812509383196,Kijiji
14,2016,Ford,F-150,Unknown,1,200,No change noted,1,Unknown,Gas,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",538,address,1736969505,https://www.kijiji.ca/v-cars-trucks/saskatoon/ford-factory-rims/1736969505,0.25433890650683477,Kijiji
15,2018,Ford,F-150,xlt,2,10000,No change noted,1,3.5L,Gas,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",538,address,1737914270,https://www.kijiji.ca/v-cars-trucks/saskatoon/2018-ford-f150-crew-cab-6-5-box-3-5l-ecoboost/1737914270,0.2610055731735015,Kijiji
16,2019,Ford,F-150,fx4,3,17500,No change noted,196000,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Edmonton, AB","Edmonton, AB",154,address,1737799101,https://www.kijiji.ca/v-cars-trucks/edmonton/2019-ford-f150-xlt-fx4-4x4/1737799101,0.2701091818626262,Kijiji
17,2018,Ford,F-150,Unknown,1,2000,No change noted,180452,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737880163,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2018-ford-f150/1737880163,0.2713925947654298,Kijiji
18,2017,Ford,F-150,lariat,3,18998,No change noted,199030,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",91,address,1727997804,https://www.kijiji.ca/v-cars-trucks/hamilton/2017-ford-f-150-lariat-bluetooth/1727997804,0.2720364828138413,Kijiji
19,2019,Ford,F-150,fx4,3,16995,No change noted,211670,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1733470454,https://www.kijiji.ca/v-cars-trucks/calgary/2019-ford-f-150-xlt-fx4-6-5-box-tow-package-back-up-cam-6-pass/1733470454,0.27253273175041287,Kijiji
20,2016,Ford,F-150,xlt,2,11500,No change noted,183500,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1736141813,https://www.kijiji.ca/v-cars-trucks/ottawa/2016-ford-f-150/1736141813,0.2770348438829286,Kijiji
21,2019,Ford,F-150,lariat,3,22999,No change noted,143255,3.5L,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1733260602,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2019-ford-f-150-lariat-supercrew-4x4-3-5l-v6-cuir-navigati/1733260602,0.27837663662120393,Kijiji
22,2017,Ford,F-150,xlt,2,709,No change noted,247891,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Medicine Hat, AB","Medicine Hat, AB",406,address,1737679250,https://www.kijiji.ca/v-cars-trucks/lethbridge/2017-ford-f-150-xlt-fuel-efficient-ecoboost-built-ford-tough/1737679250,0.2783969952035046,Kijiji
23,2024,Ford,F-150,stx,1,1030,No change noted,36100,Unknown,Gas,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",538,address,1735828729,https://www.kijiji.ca/v-cars-trucks/saskatoon/f-150-lease-takeover-only-13-months-left-2-000-incentive/1735828729,0.2787316397393108,Kijiji
24,2017,Ford,F-150,lariat,3,13900,No change noted,311000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737011193,https://www.kijiji.ca/v-cars-trucks/moncton/2017-ford-f-150-xlt-lariat-crew-cab-4x4/1737011193,0.2837595034895852,Kijiji
25,2016,Ford,F-150,fx4,3,16000,No change noted,277000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1736954587,https://www.kijiji.ca/v-cars-trucks/ottawa/f150-fx4-sport-super-crewcab/1736954587,0.28479959426114343,Kijiji
26,2016,Ford,F-150,lariat,3,32500,No change noted,216,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737344566,https://www.kijiji.ca/v-cars-trucks/parksville-qualicum-beach/2016-ford-f150-lariat-platinum-edition/1737344566,0.28830431438217213,Kijiji
27,2016,Ford,F-150,Unknown,1,13995,No change noted,19000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1724330308,https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2016-ford-f-150-v6-automatique-ac-mags/1724330308,0.29318959678257556,Kijiji
28,2019,Ford,F-150,lariat,3,17995,No change noted,263000,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",91,address,1737250557,https://www.kijiji.ca/v-cars-trucks/fredericton/2019-ford-f-150-lariat-fx4-4wd-supercrew-5-5-box/1737250557,0.29464698457884386,Kijiji
29,2019,Ford,F-150,lariat,3,29900,No change noted,58300,Unknown,Gas,Salvage/rebuilt,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",91,address,1734017548,https://www.kijiji.ca/v-cars-trucks/portage-la-prairie/2019-ford-f-150-crew-cab-4x4-lariat-5l-rebuilt-title/1734017548,0.2947569820574117,Kijiji
30,2019,Ford,F-150,Unknown,1,14000,No change noted,260,Unknown,Gas,Unknown,N/A,Unknown,Private,"Edmonton, AB","Edmonton, AB",154,address,1735990710,https://www.kijiji.ca/v-cars-trucks/edmonton/2019-ford-f-150-4x4/1735990710,0.29618184953786575,Kijiji
31,2016,Ford,F-150,xlt,2,14500,No change noted,289,Unknown,Gas,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",538,address,1735211520,https://www.kijiji.ca/v-cars-trucks/saskatoon/2016-ford-f150/1735211520,0.29864499828696595,Kijiji
32,2016,Ford,F-150,lariat,3,21995,No change noted,209888,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737561557,https://www.kijiji.ca/v-cars-trucks/brandon/2016-ford-f-150/1737561557,0.30226800323744196,Kijiji
33,2016,Ford,F-150,lariat,3,23500,No change noted,220000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Red Deer, AB","Red Deer, AB",1,address,1735256181,https://www.kijiji.ca/v-cars-trucks/kelowna/trucks-ford-lariat/1735256181,0.30252946803555414,Kijiji
34,2016,Ford,F-150,lariat,3,23600,No change noted,183000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1736672611,https://www.kijiji.ca/v-cars-trucks/st-catharines/2016ford-f150-lariat/1736672611,0.30262611972760833,Kijiji
35,2020,Ford,F-150,fx4,3,21995,No change noted,211356,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1735260111,https://www.kijiji.ca/v-cars-trucks/swift-current/2020-ford-f-150-4x4-fx4-pkg-excellent-cond-cheapest-one-around/1735260111,0.30297868402412875,Kijiji
36,2020,Ford,F-150,platinum,3,18900,No change noted,246682,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1735794119,https://www.kijiji.ca/v-cars-trucks/calgary/2020-ford-f-150-platinum/1735794119,0.3053575653358894,Kijiji
37,2019,Ford,F-150,lariat,3,19890,No change noted,253511,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",91,address,1737296847,https://www.kijiji.ca/v-cars-trucks/calgary/2019-ford-f-150-lariat-502a-sport-sunroof-nav-rem-start/1737296847,0.3058448842258434,Kijiji
38,2017,Ford,F-150,xlt,2,11500,No change noted,245000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737506689,https://www.kijiji.ca/v-cars-trucks/cape-breton/2017-ford-f-150/1737506689,0.30680791498731586,Kijiji
39,2020,Ford,F-150,xlt,2,14000,No change noted,204000,2.7L,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737213657,https://www.kijiji.ca/v-cars-trucks/charlottetown-pei/2020-ford-f150-2-7l-sport/1737213657,0.3077925342510577,Kijiji
40,2019,Ford,F-150,xlt,2,11888,No change noted,241000,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",91,address,1734835565,https://www.kijiji.ca/v-cars-trucks/calgary/2019-ford-f-150-xlt/1734835565,0.30810478841142075,Kijiji
41,2016,Ford,F-150,lariat,3,22500,No change noted,197000,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Camrose, AB","Camrose, AB",141,address,1732751663,https://www.kijiji.ca/v-cars-trucks/st-albert/loaded-f150/1732751663,0.30977904747606566,Kijiji
42,2017,Ford,F-150,fx4,3,18998,No change noted,254911,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1737844692,https://www.kijiji.ca/v-cars-trucks/calgary/2017-ford-f-150-4wd-supercrew-145-fx4/1737844692,0.3101580141508163,Kijiji
43,2017,Ford,F-150,xlt,2,14980,No change noted,192120,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",91,address,1737981640,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2017-ford-f-150-xlt-4wd/1737981640,0.31020791498731587,Kijiji
